47219;Zooming In With Two Fingers
37887;Doing other things
128353;Thumb Up
16367;Zooming In With Two Fingers
14959;Sliding Two Fingers Right
144504;Doing other things
91770;Doing other things
42233;Sliding Two Fingers Right
109603;Doing other things
19105;Thumb Up
80302;Zooming Out With Two Fingers
82435;Thumb Up
87452;Doing other things
102779;Sliding Two Fingers Right
141075;Doing other things
35235;Sliding Two Fingers Right
29430;Zooming Out With Two Fingers
37976;Zooming In With Two Fingers
76050;Doing other things
112499;Thumb Up
143053;Thumb Up
116967;Sliding Two Fingers Right
102426;Sliding Two Fingers Left
20768;No gesture
46542;Zooming Out With Two Fingers
33856;Doing other things
11701;Doing other things
95462;Thumb Up
35167;Doing other things
6856;Sliding Two Fingers Left
14289;Sliding Two Fingers Left
122196;Sliding Two Fingers Right
128004;No gesture
21564;Sliding Two Fingers Left
28195;Doing other things
82375;Doing other things
58522;Sliding Two Fingers Left
108595;Thumb Up
97888;Zooming Out With Two Fingers
74775;No gesture
41944;Zooming Out With Two Fingers
145406;Zooming Out With Two Fingers
89526;Doing other things
106490;Thumb Up
62994;Sliding Two Fingers Left
8591;Sliding Two Fingers Left
62813;Zooming In With Two Fingers
11533;Doing other things
126435;Zooming Out With Two Fingers
26042;Zooming Out With Two Fingers
46594;Doing other things
97640;Doing other things
61068;Thumb Up
133038;Doing other things
112539;No gesture
141002;Thumb Up
145958;Zooming In With Two Fingers
104774;No gesture
80494;No gesture
94413;Zooming Out With Two Fingers
119600;Zooming In With Two Fingers
32730;Zooming In With Two Fingers
66114;Zooming Out With Two Fingers
55871;Sliding Two Fingers Left
13359;Thumb Up
103225;Doing other things
55315;No gesture
121534;Sliding Two Fingers Right
33828;Zooming In With Two Fingers
5897;Doing other things
114451;No gesture
79750;Doing other things
131483;Doing other things
49399;No gesture
146414;Sliding Two Fingers Left
80454;Sliding Two Fingers Left
142561;Thumb Up
25144;No gesture
80103;Thumb Up
70759;Zooming In With Two Fingers
57464;Zooming Out With Two Fingers
54191;Doing other things
121477;Doing other things
10290;Doing other things
114335;Zooming Out With Two Fingers
33658;No gesture
11991;Doing other things
83215;Sliding Two Fingers Right
72521;Sliding Two Fingers Left
140001;Doing other things
22313;Sliding Two Fingers Right
2923;No gesture
10509;Doing other things
17422;Sliding Two Fingers Left
66310;Doing other things
73344;Sliding Two Fingers Left
100606;Sliding Two Fingers Right
50298;Sliding Two Fingers Left
145195;Thumb Up
106087;Sliding Two Fingers Right
80145;Thumb Up
146855;No gesture
1557;Sliding Two Fingers Left
122433;Zooming Out With Two Fingers
119824;Zooming In With Two Fingers
16764;No gesture
146228;No gesture
56251;Zooming Out With Two Fingers
7119;Doing other things
43852;No gesture
10083;Zooming Out With Two Fingers
126184;Sliding Two Fingers Left
30081;Sliding Two Fingers Left
97295;Doing other things
60203;Sliding Two Fingers Left
13154;Zooming Out With Two Fingers
69696;Doing other things
5479;Sliding Two Fingers Left
75627;Doing other things
93443;Sliding Two Fingers Left
112241;Sliding Two Fingers Right
41789;Sliding Two Fingers Right
128628;Doing other things
34438;Sliding Two Fingers Left
107908;No gesture
7888;No gesture
108604;No gesture
123228;No gesture
44988;Zooming In With Two Fingers
108013;Sliding Two Fingers Right
6374;Sliding Two Fingers Right
23000;Doing other things
24100;Doing other things
61589;Doing other things
65885;Zooming In With Two Fingers
144792;Doing other things
146355;Sliding Two Fingers Right
64355;Thumb Up
31044;Thumb Up
86855;Doing other things
90092;Zooming Out With Two Fingers
99901;No gesture
98339;Doing other things
61288;Sliding Two Fingers Left
58915;No gesture
75935;No gesture
107604;Doing other things
85551;Thumb Up
98076;Doing other things
112877;No gesture
141820;Zooming In With Two Fingers
119975;Zooming In With Two Fingers
11762;Zooming In With Two Fingers
35377;Doing other things
5751;Zooming Out With Two Fingers
12187;Zooming In With Two Fingers
72894;Zooming Out With Two Fingers
63699;Sliding Two Fingers Left
109845;Doing other things
101099;Doing other things
119736;Doing other things
132944;No gesture
67201;Zooming In With Two Fingers
114141;Sliding Two Fingers Left
115308;Doing other things
129326;Sliding Two Fingers Right
35399;Doing other things
115808;Zooming In With Two Fingers
123467;Zooming Out With Two Fingers
98162;Zooming Out With Two Fingers
27759;Sliding Two Fingers Left
66755;Zooming Out With Two Fingers
129551;Thumb Up
59466;Doing other things
18761;Sliding Two Fingers Left
70484;Doing other things
30152;Sliding Two Fingers Right
29331;Zooming Out With Two Fingers
639;Zooming Out With Two Fingers
1048;Zooming Out With Two Fingers
24056;Zooming Out With Two Fingers
21651;No gesture
41599;Zooming Out With Two Fingers
116755;No gesture
45824;Doing other things
70255;No gesture
83196;No gesture
128898;Zooming Out With Two Fingers
14143;Zooming In With Two Fingers
73145;Doing other things
79306;Zooming In With Two Fingers
30677;No gesture
80704;Thumb Up
9099;Zooming In With Two Fingers
146147;Thumb Up
88183;No gesture
65556;Zooming In With Two Fingers
101560;Zooming Out With Two Fingers
90218;Sliding Two Fingers Right
87584;Doing other things
104679;Doing other things
34773;Zooming Out With Two Fingers
3893;Thumb Up
119880;Doing other things
26128;Doing other things
71037;Zooming In With Two Fingers
9255;Sliding Two Fingers Left
14205;Zooming In With Two Fingers
110196;No gesture
42801;Sliding Two Fingers Right
63710;Zooming Out With Two Fingers
88275;Zooming In With Two Fingers
48907;Doing other things
113433;Doing other things
137079;Thumb Up
141485;Doing other things
96630;Doing other things
88261;Sliding Two Fingers Left
112771;Doing other things
109589;Doing other things
44725;Thumb Up
16102;Zooming Out With Two Fingers
57729;Sliding Two Fingers Left
11950;Zooming In With Two Fingers
11245;No gesture
132812;Zooming Out With Two Fingers
70987;Sliding Two Fingers Right
99336;Doing other things
65381;Zooming In With Two Fingers
141502;Zooming Out With Two Fingers
147726;Zooming Out With Two Fingers
70810;No gesture
892;Doing other things
42562;Sliding Two Fingers Left
66574;Zooming Out With Two Fingers
118719;Doing other things
83884;Zooming In With Two Fingers
49241;Sliding Two Fingers Right
9316;Zooming In With Two Fingers
119972;Doing other things
15549;Zooming Out With Two Fingers
91298;Zooming In With Two Fingers
41712;No gesture
22596;No gesture
32481;Sliding Two Fingers Left
56086;Doing other things
44066;Doing other things
53367;Zooming Out With Two Fingers
55678;Sliding Two Fingers Right
103328;Zooming Out With Two Fingers
28086;Doing other things
19944;Zooming In With Two Fingers
53636;Sliding Two Fingers Right
47595;Zooming Out With Two Fingers
66327;Sliding Two Fingers Right
95980;No gesture
94269;Zooming In With Two Fingers
41111;Thumb Up
116710;Zooming In With Two Fingers
292;Zooming Out With Two Fingers
89893;Sliding Two Fingers Left
36968;Sliding Two Fingers Left
3888;Sliding Two Fingers Left
69782;Sliding Two Fingers Right
124393;Doing other things
89023;Thumb Up
77795;Zooming In With Two Fingers
74543;No gesture
125621;Sliding Two Fingers Right
45368;Zooming Out With Two Fingers
20094;Sliding Two Fingers Right
108596;Doing other things
46959;Thumb Up
73240;No gesture
12100;Thumb Up
79576;Sliding Two Fingers Left
70957;Sliding Two Fingers Left
70079;Zooming Out With Two Fingers
4158;Thumb Up
126394;Thumb Up
137225;Zooming Out With Two Fingers
129776;Doing other things
642;Zooming Out With Two Fingers
128954;Doing other things
53154;Zooming Out With Two Fingers
88341;No gesture
96929;Sliding Two Fingers Right
135051;Doing other things
13605;Sliding Two Fingers Left
16424;Sliding Two Fingers Left
10374;Sliding Two Fingers Right
106949;Doing other things
60520;Zooming Out With Two Fingers
56854;Thumb Up
67663;Sliding Two Fingers Right
112345;Doing other things
42272;Zooming In With Two Fingers
21514;No gesture
110279;No gesture
2753;Doing other things
81741;Doing other things
82106;Thumb Up
23087;Doing other things
139471;Doing other things
67258;Thumb Up
133606;Thumb Up
142611;Sliding Two Fingers Right
97793;Sliding Two Fingers Right
67561;Sliding Two Fingers Left
32647;Doing other things
13702;Zooming In With Two Fingers
127865;No gesture
113321;Doing other things
58969;Thumb Up
1762;Sliding Two Fingers Right
105702;No gesture
119712;Doing other things
3653;Thumb Up
143864;Zooming Out With Two Fingers
60730;Thumb Up
74901;Doing other things
46147;Zooming Out With Two Fingers
50317;Doing other things
105112;Doing other things
35417;Doing other things
20203;Sliding Two Fingers Right
71546;Doing other things
95378;Doing other things
136069;Doing other things
58684;Doing other things
89665;Doing other things
103466;Zooming Out With Two Fingers
20951;Sliding Two Fingers Left
57882;Sliding Two Fingers Right
49719;Zooming In With Two Fingers
36426;Thumb Up
63220;Thumb Up
21906;Zooming Out With Two Fingers
64783;Sliding Two Fingers Right
22676;Doing other things
114287;Sliding Two Fingers Left
115494;Thumb Up
32023;Thumb Up
37296;Doing other things
1760;Zooming Out With Two Fingers
5284;Zooming In With Two Fingers
103976;Doing other things
38489;Sliding Two Fingers Left
66193;Thumb Up
19451;Sliding Two Fingers Right
35439;Zooming Out With Two Fingers
40792;No gesture
46929;Zooming Out With Two Fingers
92080;Zooming In With Two Fingers
116434;Zooming Out With Two Fingers
92129;Sliding Two Fingers Right
58716;Doing other things
124859;Sliding Two Fingers Right
81649;Thumb Up
88692;Doing other things
98863;Zooming Out With Two Fingers
18633;Sliding Two Fingers Right
124023;Doing other things
110589;Zooming Out With Two Fingers
111254;No gesture
45836;Doing other things
38484;Zooming Out With Two Fingers
53673;Doing other things
84443;Sliding Two Fingers Left
108839;Doing other things
7934;Doing other things
50366;Zooming In With Two Fingers
125080;Thumb Up
114611;Thumb Up
54121;Zooming Out With Two Fingers
2301;No gesture
49491;Thumb Up
134635;Doing other things
61973;Zooming In With Two Fingers
123349;No gesture
120016;No gesture
55207;Doing other things
125382;Thumb Up
73206;Doing other things
26778;No gesture
122831;No gesture
138613;Zooming In With Two Fingers
138151;Doing other things
45438;Doing other things
138188;No gesture
68186;Doing other things
52367;Zooming Out With Two Fingers
132086;Doing other things
22980;Zooming In With Two Fingers
130313;Doing other things
140686;Thumb Up
5098;Sliding Two Fingers Right
70061;Zooming Out With Two Fingers
61827;Zooming In With Two Fingers
124483;Zooming In With Two Fingers
79595;Doing other things
43495;Zooming Out With Two Fingers
33493;Zooming In With Two Fingers
37908;Zooming In With Two Fingers
35080;No gesture
130575;Doing other things
131890;Zooming In With Two Fingers
100166;Doing other things
16863;Zooming Out With Two Fingers
82482;Sliding Two Fingers Right
3316;Sliding Two Fingers Left
38901;Thumb Up
17090;Thumb Up
112557;Sliding Two Fingers Left
79018;Doing other things
94943;Doing other things
109446;Sliding Two Fingers Right
2059;Zooming In With Two Fingers
94583;Sliding Two Fingers Right
143254;Sliding Two Fingers Right
115830;Doing other things
123577;Zooming In With Two Fingers
44455;Doing other things
28224;Doing other things
140819;Doing other things
82561;Zooming In With Two Fingers
48236;Doing other things
74953;Zooming In With Two Fingers
118347;Zooming Out With Two Fingers
26752;Zooming Out With Two Fingers
26358;Doing other things
144563;Zooming Out With Two Fingers
9481;Sliding Two Fingers Right
54705;Zooming Out With Two Fingers
78341;Sliding Two Fingers Right
50424;Zooming In With Two Fingers
18582;Zooming In With Two Fingers
99482;Doing other things
118006;No gesture
138615;Doing other things
98772;Zooming Out With Two Fingers
122697;Thumb Up
12972;Zooming Out With Two Fingers
103596;Sliding Two Fingers Left
108425;Sliding Two Fingers Right
100189;Doing other things
10729;Doing other things
17597;Doing other things
54305;Doing other things
104860;Doing other things
145784;Doing other things
31100;Sliding Two Fingers Left
102514;No gesture
16828;Zooming Out With Two Fingers
54210;Doing other things
76203;Thumb Up
100012;Sliding Two Fingers Left
35280;Zooming In With Two Fingers
12823;Doing other things
54859;Thumb Up
124468;Doing other things
103438;Zooming Out With Two Fingers
17278;No gesture
142784;Thumb Up
114710;Zooming Out With Two Fingers
95870;Doing other things
116520;Doing other things
43324;Doing other things
128403;Sliding Two Fingers Right
93286;Thumb Up
75847;Zooming In With Two Fingers
8883;Zooming In With Two Fingers
107853;Doing other things
26507;Zooming In With Two Fingers
107776;Sliding Two Fingers Right
565;Doing other things
60048;Doing other things
56927;Zooming In With Two Fingers
74995;Thumb Up
94131;No gesture
113377;Doing other things
11510;Doing other things
76354;Zooming Out With Two Fingers
111641;Thumb Up
122985;Sliding Two Fingers Left
53382;Sliding Two Fingers Left
84778;Sliding Two Fingers Right
137820;No gesture
21597;Thumb Up
126955;Sliding Two Fingers Left
47659;Sliding Two Fingers Left
69211;Sliding Two Fingers Right
98882;Sliding Two Fingers Left
26647;Doing other things
57574;Sliding Two Fingers Left
41867;Doing other things
76083;Zooming Out With Two Fingers
109953;Doing other things
17156;Zooming In With Two Fingers
28029;Doing other things
34532;Sliding Two Fingers Left
54854;Sliding Two Fingers Right
106853;Thumb Up
53061;Sliding Two Fingers Left
29838;Sliding Two Fingers Right
54120;Sliding Two Fingers Right
25677;Thumb Up
8651;Sliding Two Fingers Left
11526;Sliding Two Fingers Left
113693;Zooming Out With Two Fingers
75595;Zooming In With Two Fingers
51781;No gesture
129508;Zooming Out With Two Fingers
46928;Thumb Up
139090;Doing other things
123945;Thumb Up
32779;Sliding Two Fingers Left
26202;Thumb Up
119903;Zooming In With Two Fingers
142435;Zooming Out With Two Fingers
30631;Zooming Out With Two Fingers
116223;Zooming Out With Two Fingers
104050;Doing other things
61138;Sliding Two Fingers Left
46541;Sliding Two Fingers Left
139338;Thumb Up
132862;Thumb Up
24507;Doing other things
5779;Doing other things
70942;Doing other things
112777;No gesture
86;Thumb Up
143473;Zooming In With Two Fingers
124523;Sliding Two Fingers Right
43201;Thumb Up
55628;Thumb Up
91470;Sliding Two Fingers Right
51467;Zooming In With Two Fingers
32467;Doing other things
137821;Zooming Out With Two Fingers
79552;No gesture
97552;Thumb Up
32507;Sliding Two Fingers Right
75886;Sliding Two Fingers Left
87990;No gesture
18254;Sliding Two Fingers Left
7067;Zooming In With Two Fingers
14504;Doing other things
123604;Zooming Out With Two Fingers
133582;Doing other things
51570;Zooming In With Two Fingers
91986;Doing other things
76529;Sliding Two Fingers Left
9711;Sliding Two Fingers Left
34816;Sliding Two Fingers Left
1639;Doing other things
113604;Sliding Two Fingers Left
24480;Doing other things
116615;Doing other things
73789;Thumb Up
84029;Doing other things
65600;Doing other things
102686;Sliding Two Fingers Right
10707;Sliding Two Fingers Right
20393;Doing other things
134281;Zooming Out With Two Fingers
30011;Doing other things
68451;No gesture
104173;Doing other things
49164;Thumb Up
81122;Thumb Up
77527;Thumb Up
120751;Doing other things
116213;Thumb Up
67610;Sliding Two Fingers Right
124485;Thumb Up
124473;Thumb Up
20329;No gesture
78749;Doing other things
143748;Doing other things
146083;Doing other things
61700;Sliding Two Fingers Right
132887;Doing other things
25452;No gesture
144203;No gesture
75494;Thumb Up
27538;Zooming Out With Two Fingers
42012;Sliding Two Fingers Right
36562;Doing other things
2612;Sliding Two Fingers Left
115307;No gesture
3411;No gesture
43362;Zooming Out With Two Fingers
147228;Doing other things
143098;No gesture
41473;Zooming In With Two Fingers
66090;Zooming In With Two Fingers
106831;No gesture
116357;Sliding Two Fingers Left
102375;Zooming Out With Two Fingers
93960;Sliding Two Fingers Right
11622;Zooming Out With Two Fingers
7782;Thumb Up
62260;Zooming In With Two Fingers
122632;Thumb Up
39406;Doing other things
38339;Sliding Two Fingers Right
21935;Doing other things
64575;Doing other things
36599;Sliding Two Fingers Right
69076;Doing other things
20073;Doing other things
99546;Doing other things
36287;Doing other things
57132;Doing other things
95310;Thumb Up
26384;Zooming In With Two Fingers
125831;Zooming Out With Two Fingers
123951;Doing other things
134908;Doing other things
71686;Zooming In With Two Fingers
119645;No gesture
28361;No gesture
75969;Zooming In With Two Fingers
36563;Doing other things
63546;Sliding Two Fingers Left
116608;Thumb Up
7648;Zooming Out With Two Fingers
57659;Doing other things
74288;No gesture
74553;Thumb Up
42130;Doing other things
92568;No gesture
4036;Sliding Two Fingers Left
41042;Doing other things
138331;Sliding Two Fingers Right
17101;Sliding Two Fingers Right
115203;Doing other things
111977;No gesture
115154;Doing other things
19142;Doing other things
35238;Doing other things
122391;Doing other things
108709;Zooming In With Two Fingers
48601;Thumb Up
115408;No gesture
131572;Doing other things
43401;No gesture
125062;Zooming In With Two Fingers
89689;Sliding Two Fingers Left
106884;Sliding Two Fingers Left
5861;Doing other things
80165;Zooming In With Two Fingers
92006;Thumb Up
12508;Thumb Up
27067;Doing other things
9580;Zooming In With Two Fingers
134229;Zooming Out With Two Fingers
15463;Doing other things
66136;Thumb Up
85953;Zooming Out With Two Fingers
137293;Sliding Two Fingers Left
67596;Doing other things
6148;Sliding Two Fingers Left
88574;Sliding Two Fingers Right
29431;Zooming In With Two Fingers
68180;Doing other things
46512;Zooming Out With Two Fingers
111663;Sliding Two Fingers Left
144247;Sliding Two Fingers Left
58874;Doing other things
72504;No gesture
65242;Doing other things
42791;Zooming In With Two Fingers
4683;Doing other things
59773;Doing other things
91316;No gesture
123965;Zooming In With Two Fingers
46866;Doing other things
96357;Doing other things
110732;Doing other things
62233;Doing other things
59493;No gesture
42887;Sliding Two Fingers Right
128551;Doing other things
66638;Zooming Out With Two Fingers
92481;No gesture
103744;No gesture
145931;Zooming Out With Two Fingers
122793;Doing other things
119548;Sliding Two Fingers Right
74055;Sliding Two Fingers Right
51018;Thumb Up
27701;Sliding Two Fingers Left
120574;Zooming Out With Two Fingers
76248;Doing other things
113190;Sliding Two Fingers Right
67365;No gesture
45727;Zooming Out With Two Fingers
15122;Zooming Out With Two Fingers
52734;No gesture
16008;Sliding Two Fingers Left
25503;Sliding Two Fingers Left
17023;Thumb Up
131589;Doing other things
20017;Doing other things
22936;Sliding Two Fingers Left
8779;Doing other things
126126;No gesture
99131;Doing other things
1793;Sliding Two Fingers Left
75399;Doing other things
121377;No gesture
139744;Zooming Out With Two Fingers
35922;Sliding Two Fingers Left
135680;Doing other things
2705;Doing other things
75582;Zooming In With Two Fingers
77290;Doing other things
57701;Thumb Up
91378;Zooming In With Two Fingers
129065;Doing other things
140848;Zooming In With Two Fingers
117413;Zooming Out With Two Fingers
121634;Zooming In With Two Fingers
10024;Thumb Up
114414;Zooming In With Two Fingers
55435;Doing other things
76772;Doing other things
81293;Sliding Two Fingers Left
84329;Sliding Two Fingers Right
93941;Zooming Out With Two Fingers
7865;Doing other things
81112;Doing other things
17507;Sliding Two Fingers Left
60346;Thumb Up
46036;No gesture
146430;Doing other things
63901;Doing other things
8848;Zooming Out With Two Fingers
86187;Doing other things
82837;Doing other things
45160;Sliding Two Fingers Left
11434;Thumb Up
52558;Doing other things
82044;Doing other things
15394;Zooming In With Two Fingers
95473;No gesture
130155;Sliding Two Fingers Left
134872;Zooming In With Two Fingers
125349;Doing other things
91252;Doing other things
147184;Sliding Two Fingers Right
50096;Sliding Two Fingers Left
114063;Sliding Two Fingers Right
142966;Doing other things
124710;Sliding Two Fingers Right
118504;Doing other things
130118;Doing other things
79401;Doing other things
131610;Doing other things
109299;No gesture
68365;Sliding Two Fingers Left
31700;No gesture
60022;Sliding Two Fingers Left
13279;Thumb Up
130138;Zooming Out With Two Fingers
105220;Doing other things
121302;Sliding Two Fingers Right
14565;Thumb Up
84222;Thumb Up
140895;Doing other things
131077;Thumb Up
138848;Sliding Two Fingers Right
39201;No gesture
61436;Doing other things
83828;Doing other things
102461;Doing other things
24653;Doing other things
7542;Thumb Up
79114;Zooming Out With Two Fingers
115518;Sliding Two Fingers Right
59184;Thumb Up
144159;No gesture
32869;Zooming In With Two Fingers
63553;Zooming In With Two Fingers
20701;Sliding Two Fingers Right
80558;Doing other things
35701;No gesture
98470;Doing other things
20530;Doing other things
3152;Zooming Out With Two Fingers
130916;Sliding Two Fingers Right
32925;Doing other things
119790;Doing other things
146740;Thumb Up
90896;Zooming In With Two Fingers
67474;Doing other things
128410;Doing other things
107072;Doing other things
135773;No gesture
21681;Zooming In With Two Fingers
116913;Zooming Out With Two Fingers
119040;Zooming Out With Two Fingers
67865;No gesture
73302;Thumb Up
58007;Sliding Two Fingers Left
111804;Doing other things
7387;No gesture
142447;Thumb Up
31244;Doing other things
32960;Sliding Two Fingers Right
70011;Doing other things
15317;Thumb Up
27084;No gesture
70343;Doing other things
75292;Doing other things
117724;Thumb Up
71732;No gesture
116222;No gesture
44859;Zooming Out With Two Fingers
47061;Zooming Out With Two Fingers
41439;Doing other things
142105;No gesture
16868;Zooming In With Two Fingers
120616;Zooming Out With Two Fingers
69196;Zooming Out With Two Fingers
20671;Zooming Out With Two Fingers
137737;Sliding Two Fingers Left
17848;Zooming In With Two Fingers
122561;Doing other things
79294;Sliding Two Fingers Left
5107;Doing other things
63967;No gesture
109575;Zooming Out With Two Fingers
102646;Zooming Out With Two Fingers
93547;No gesture
732;Zooming Out With Two Fingers
79344;Zooming In With Two Fingers
118870;Doing other things
37150;No gesture
107218;Thumb Up
147809;Zooming In With Two Fingers
87239;No gesture
98719;Zooming In With Two Fingers
141988;Sliding Two Fingers Right
71462;Sliding Two Fingers Right
102336;Doing other things
21393;Zooming In With Two Fingers
72799;Thumb Up
91664;Sliding Two Fingers Right
25243;Sliding Two Fingers Left
130796;Sliding Two Fingers Left
141257;Zooming In With Two Fingers
76144;Zooming In With Two Fingers
53963;Sliding Two Fingers Right
88243;Doing other things
129061;Thumb Up
102342;Sliding Two Fingers Right
83586;Thumb Up
76322;Doing other things
100637;No gesture
27932;Doing other things
45843;Thumb Up
63590;Doing other things
87572;No gesture
19928;Sliding Two Fingers Right
1383;No gesture
54555;Sliding Two Fingers Left
134569;Doing other things
3437;Zooming In With Two Fingers
109016;No gesture
109528;Zooming In With Two Fingers
88647;Zooming Out With Two Fingers
91124;Zooming In With Two Fingers
25104;No gesture
44309;Doing other things
146233;Zooming Out With Two Fingers
76311;Doing other things
27624;Thumb Up
114992;No gesture
89190;Zooming Out With Two Fingers
42796;Thumb Up
33931;Doing other things
121765;Zooming In With Two Fingers
104218;Sliding Two Fingers Right
123120;Zooming Out With Two Fingers
50151;Sliding Two Fingers Right
135527;Zooming Out With Two Fingers
1745;Doing other things
118032;Doing other things
124230;Sliding Two Fingers Left
67172;Doing other things
73856;Sliding Two Fingers Right
98801;Doing other things
123590;Thumb Up
8107;Sliding Two Fingers Left
122377;Doing other things
42067;No gesture
23956;Zooming In With Two Fingers
69123;Thumb Up
11423;Zooming In With Two Fingers
128255;Sliding Two Fingers Right
146934;Thumb Up
145823;Zooming In With Two Fingers
84510;No gesture
140749;Sliding Two Fingers Left
49245;Doing other things
83762;Zooming Out With Two Fingers
29981;Doing other things
135907;Doing other things
25350;Sliding Two Fingers Right
123035;Doing other things
31218;Sliding Two Fingers Left
108573;Doing other things
136074;No gesture
41998;Doing other things
10656;No gesture
94458;No gesture
64553;Sliding Two Fingers Left
141863;Doing other things
40922;Zooming Out With Two Fingers
1732;Sliding Two Fingers Left
31437;Zooming In With Two Fingers
105655;Sliding Two Fingers Right
121949;Thumb Up
125530;Doing other things
132638;Doing other things
26051;Doing other things
5040;Zooming Out With Two Fingers
143388;Sliding Two Fingers Right
117341;Doing other things
75819;Zooming Out With Two Fingers
111349;Zooming In With Two Fingers
24464;No gesture
1643;Zooming Out With Two Fingers
81786;Zooming In With Two Fingers
58627;Sliding Two Fingers Right
74738;Sliding Two Fingers Left
91961;Doing other things
146820;Doing other things
82538;Doing other things
5415;Zooming Out With Two Fingers
119143;Doing other things
86459;No gesture
2882;Doing other things
45213;Doing other things
73388;Zooming In With Two Fingers
29144;Thumb Up
103138;Sliding Two Fingers Right
108502;Zooming In With Two Fingers
130259;Doing other things
144648;Zooming In With Two Fingers
92545;Thumb Up
4363;Doing other things
107124;Thumb Up
33314;Sliding Two Fingers Left
136264;Sliding Two Fingers Left
96494;Zooming Out With Two Fingers
142100;Sliding Two Fingers Left
14539;No gesture
104158;Doing other things
14820;Thumb Up
96917;Thumb Up
83807;Doing other things
37270;Zooming In With Two Fingers
94905;Doing other things
93231;Doing other things
107363;Sliding Two Fingers Right
76606;Sliding Two Fingers Left
12486;Doing other things
84912;Zooming Out With Two Fingers
101623;Zooming In With Two Fingers
90185;Doing other things
21792;Zooming Out With Two Fingers
88621;Sliding Two Fingers Left
114436;No gesture
